"id";"name";"city_name";"geometry_name";"office";"phone";"email";"website";"lon";"lat";"category";"subcategory"
"3909";"ХозМарт, магазин";"Уссурийск";"Некрасова, 258д ст5";"2 складское помещение";NULL;NULL;NULL;"131.945136";"43.834967";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3910";"Sonlandia, магазин постельных принадлежностей";"Уссурийск";"Советская, 59";"1 этаж";"+79247228624";NULL;NULL;"131.94682";"43.800182";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3911";"Артпостель, оптово-розничная компания";"Уссурийск";"Некрасова, 258е";;"+74234306301";NULL;"http://art-prim.ru";"131.943666";"43.835033";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3912";"Хлопковый рай, магазин текстиля";"Уссурийск";"Некрасова, 234Б";;"+74234350216";NULL;NULL;"131.946635";"43.829919";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3913";"Эльфина, магазин";"Уссурийск";"Некрасова, 258д";;NULL;NULL;NULL;"131.945513";"43.834754";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3914";"Чехлы для мебели, магазин";"Уссурийск";"Краснознамённая, 63а";"2 этаж";NULL;NULL;NULL;"131.959643";"43.789607";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3915";"Family, магазин";"Уссурийск";"Горького, 43";"13 павильон; 2 этаж";NULL;NULL;NULL;"131.943191";"43.796602";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3916";"ShopEn, магазин";"Уссурийск";"Суханова, 52";"302 павильон; 3 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3917";"Российский трикотаж, магазин постельных принадлежностей и домашнего текстиля";"Уссурийск";"Ленинградская, 64а";"1 этаж";NULL;NULL;NULL;"131.935127";"43.808416";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3918";"Магазин постельного белья и текстиля для дома, ИП Юрченко Д.Н.";"Уссурийск";"Калинина, 54";"1 этаж; центр Старый ГУМ";NULL;NULL;NULL;"131.958737";"43.789902";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3919";"Хозяюшка плюс, магазин";"Уссурийск";"Кузнечная, 14н";;"+74234325258";NULL;NULL;"131.963022";"43.79126";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3920";"Магазин постельного белья и текстиля, ИП Читчан Э.Н.";"Уссурийск";"Горького, 43";"22 павильон; 2 этаж";NULL;NULL;NULL;"131.943191";"43.796602";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3921";"Ассоль, магазин";"Уссурийск";"Плеханова, 61";"408 павильон; 4 этаж";NULL;NULL;NULL;"131.952485";"43.798313";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3922";"Комфорт, магазин домашнего текстиля";"Уссурийск";"Ленина, 121";"1 этаж";NULL;NULL;NULL;"131.953713";"43.801912";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3923";"Семья, магазин";"Уссурийск";"Тимирязева, 61а";"2 этаж";NULL;NULL;NULL;"131.957954";"43.79055";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3924";"Артпостель, магазин";"Михайловка";"Красноармейская, 23 ст3";"1 этаж";NULL;NULL;NULL;"132.00349";"43.92702";"Текстиль / Предметы интерьера";"Постельные принадлежности / Текстиль для дома"
"3925";"Тёплое местечко, магазин ковров";"Уссурийск";"Краснознамённая, 63а";"1 этаж";"+74234320378";NULL;"http://www.kovry-tm.ru";"131.959643";"43.789607";"Текстиль / Предметы интерьера";"Ковры"
"3926";"Магазин ковров";"Уссурийск";"Муданьцзянская, 12 ст2";;"+74234372009";NULL;NULL;"131.948558";"43.826675";"Текстиль / Предметы интерьера";"Ковры"
"3927";"Аберон-люкс, салон";"Уссурийск";"Муданьцзянская, 12 ст2";;NULL;NULL;NULL;"131.948558";"43.826675";"Текстиль / Предметы интерьера";"Ковры"
"3928";"Мастерская художественной ковки, ИП Зайцев Л.М.";"Уссурийск";"Волочаевская, 69а";;"+74234325793";NULL;NULL;"131.960548";"43.799507";"Текстиль / Предметы интерьера";"Кованые изделия"
"3929";"Мастерская художественной ковки, ИП Лалаян Г.Д.";"Уссурийск";"Штабского, 10 ст2";"1 этаж";"+79147119059";NULL;NULL;"131.999905";"43.772747";"Текстиль / Предметы интерьера";"Кованые изделия"
"3930";"Лестница, торговая компания";"Уссурийск";"Воровского, 91";"2 этаж";"+74234307337";NULL;NULL;"131.991286";"43.80227";"Текстиль / Предметы интерьера";"Интерьерные лестницы / Ограждения"
"3931";"Цветы от Валерии, магазин";"Уссурийск";"Некрасова, 91";"1 этаж; вход с ул. Крестьянская";"+74234333759";NULL;NULL;"131.950488";"43.800432";"Текстиль / Предметы интерьера";"Керамические изделия"
"3932";"Цветущий сад, магазин";"Уссурийск";"Пушкина, 150";;"+79243384533";NULL;NULL;"131.975825";"43.800753";"Текстиль / Предметы интерьера";"Керамические изделия"
"3933";"Золотое Руно, магазин пряжи и товаров для рукоделия";"Уссурийск";"Плеханова, 61";"314 бутик; 3 этаж";"+79242483733";NULL;NULL;"131.952485";"43.798313";"Текстиль / Предметы интерьера";"Пряжа"
"3934";"Магия рукоделия, магазин";"Уссурийск";"Некрасова, 22";"108 павильон; 1 этаж";"+79146666968";NULL;NULL;"131.95394";"43.789234";"Текстиль / Предметы интерьера";"Пряжа"
"3935";"Искусница, магазин";"Уссурийск";"Некрасова, 91";"1 этаж";"+79149773198";NULL;NULL;"131.950488";"43.800432";"Текстиль / Предметы интерьера";"Пряжа"
"3936";"Петельки, магазин";"Уссурийск";"Чичерина, 68";"2 павильон; 3 этаж";"+79242619008";NULL;NULL;"131.958635";"43.791506";"Текстиль / Предметы интерьера";"Пряжа"
"3937";"Верные друзья, зоомагазин";"Уссурийск";"Советская, 77";"1 этаж";"+79244333709";NULL;NULL;"131.945617";"43.802959";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3938";"Любимчик, зоомагазин";"Уссурийск";"Комсомольская, 28";"1 этаж";NULL;NULL;NULL;"131.942953";"43.802797";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3939";"Мадагаскар, магазин зоотоваров";"Уссурийск";"Пролетарская, 100";"цокольный этаж; вход с торца";"+74234242425";NULL;"http://www.zoomagdv.ru";"131.955177";"43.802765";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3940";"DogHouse, зоодискаунтер";"Уссурийск";"Кирова, 10а";;"+74234210210";NULL;"http://doghouse.ru";"131.951254";"43.80865";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3941";"ВетФарм, ООО, ветеринарный центр";"Уссурийск";"Советская, 77";"2 этаж";"+79244333701";NULL;NULL;"131.945617";"43.802959";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3942";"Джунгли, зоомагазин";"Уссурийск";"Пушкина, 150";;"+74234269030";NULL;NULL;"131.975825";"43.800753";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3943";"КотоПёс, магазин";"Уссурийск";"Русская, 7";;"+79510200452";NULL;NULL;"131.985264";"43.809866";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3944";"Зоосервис плюс, магазин зоотоваров";"Уссурийск";"Некрасова, 86";"1 этаж";"+79146992529";NULL;NULL;"131.950935";"43.802181";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3945";"ЗооВилль, зоомагазин";"Уссурийск";"Ленина, 96";"1 этаж";"+79140651344";NULL;NULL;"131.956027";"43.796054";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3946";"ШерХан, салон-бутик";"Уссурийск";"Некрасова, 91";"1 этаж";"+79147110531";NULL;NULL;"131.950488";"43.800432";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3947";"ВЕТаптека, зоомагазин";"Уссурийск";"Кузнечная, 9";"1 этаж";"+79146576182";NULL;NULL;"131.962817";"43.794181";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3948";"Сытые Питомцы, зоомагазин";"Уссурийск";"Пушкина, 49";"1 этаж";"+79242435005";NULL;NULL;"131.954365";"43.800152";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3949";"Умка, зоомагазин";"Уссурийск";"Андрея Кушнира, 24а";;"+79510085553";NULL;NULL;"131.977858";"43.784216";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3950";"Амазонка, зоомагазин";"Уссурийск";"Кузнечная, 14а";;"+79243328025";NULL;NULL;"131.963774";"43.791335";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3951";"Магазин зоотоваров, ИП Борисова А.Ю.";"Уссурийск";"Блюхера проспект, 8Б";"1 павильон; 1 этаж";"+79146823285";NULL;NULL;"131.98609";"43.796799";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3952";"Созвездие гончих псов, зооцентр";"Уссурийск";"Ленина, 122";"1 этаж";"+79147957130";NULL;NULL;"131.955689";"43.799878";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3953";"ЗООтовары, магазин";"Уссурийск";"Ленинградская, 64а";"1 этаж";"+79149605996";NULL;NULL;"131.935127";"43.808416";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3954";"Зоотовары на Уссурийской, магазин";"Уссурийск";"Уссурийская, 52а";"1 этаж";"+79140651344";NULL;NULL;"131.946753";"43.806461";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3955";"Зоомагазин, ИП Рязанова О.В.";"Уссурийск";"Блюхера проспект, 38";;NULL;NULL;NULL;"131.983848";"43.804139";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3956";"Верные друзья, зоомагазин";"Уссурийск";"Ленинградская, 29";;"+79244333702";NULL;NULL;"131.934975";"43.802925";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3957";"Мадагаскар, магазин";"Уссурийск";"Ленинградская, 29а";;NULL;NULL;NULL;"131.934922";"43.803187";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3958";"Любимчик, зоомагазин";"Уссурийск";"Некрасова, 111";"1 этаж";"+74234336847";NULL;NULL;"131.949652";"43.803347";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3959";"Зоомир, зоомагазин";"Уссурийск";"Кузнечная, 14д";;NULL;NULL;NULL;"131.963981";"43.792344";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3960";"Мадагаскар, магазин зоотоваров";"Уссурийск";"Горького, 41 ст4";;"+74234242425";NULL;"http://www.zoomagdv.ru";"131.943425";"43.796066";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3961";"Весна, зоомагазин";"Уссурийск";"Кузнечная, 14з";;"+74234240506";NULL;NULL;"131.963764";"43.792121";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3962";"Кис-Кис, зоомагазин";"Уссурийск";"Советская, 153";;NULL;NULL;NULL;"131.942765";"43.814059";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3963";"Кормушка, зоомагазин";"Уссурийск";"Плеханова, 75";"1 этаж";NULL;NULL;NULL;"131.953613";"43.798474";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3964";"КотоПёс, магазин";"Уссурийск";"Пролетарская, 69";"1 этаж";"+79510200452";NULL;NULL;"131.948738";"43.802494";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3965";"Зоомагазин на Францева";"Уссурийск";"Александра Францева, 23";"1 этаж";NULL;NULL;NULL;"131.972829";"43.786036";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3966";"Зоосервис плюс, магазин зоотоваров";"Уссурийск";"Калинина, 54";"1 этаж";NULL;NULL;NULL;"131.958737";"43.789902";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3967";"Рыжик, зоомагазин";"Уссурийск";"Карбышева, 28";"2 этаж";NULL;NULL;NULL;"131.942958";"43.785223";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3968";"Лаки, зоомагазин";"Уссурийск";"Ленинградская, 47";"1 этаж";NULL;NULL;NULL;"131.934405";"43.806732";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3969";"Кот и Пёс, магазин зоотоваров";"Уссурийск";"Арсеньева, 27";;NULL;NULL;NULL;"131.986316";"43.767829";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3970";"Зоомир, магазин";"Уссурийск";"Блюхера проспект, 17а";;NULL;NULL;NULL;"131.983009";"43.802061";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3971";"Зоотовары на 5-ом, магазин";"Уссурийск";"Беляева, 38";;NULL;NULL;NULL;"131.940711";"43.839555";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3972";"Радуга, магазин";"Уссурийск";"Мельничная, 2г";"20, 22 павильон; 2 этаж";NULL;NULL;NULL;"131.977204";"43.798821";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3973";"МирОк";"Уссурийск";"Заречная, 8Б";"1 этаж";NULL;NULL;NULL;"131.981102";"43.771678";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3974";"Магазин зоотоваров, ИП Борисова А.Ю.";"Уссурийск";"Стаханова, 30а";;"+79146823285";NULL;NULL;"131.984485";"43.764732";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3975";"Живая планета, зоомаркет";"Уссурийск";"Кузнечная, 14с";;NULL;NULL;NULL;"131.962633";"43.791039";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3976";"Всё для дома";"Михайловка";"Красноармейская, 23";"1 этаж";NULL;NULL;NULL;"132.00368";"43.925917";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3977";"Зооуголок, магазин";"Михайловка";"Красноармейская, 28";"2 этаж";"+79146513299";NULL;NULL;"132.006966";"43.926313";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3978";"Верные друзья, зоомагазин";"Уссурийск";"Ленина, 66";;"+79244333705";NULL;NULL;"131.957119";"43.792547";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3979";"Мадагаскар, магазин зоотоваров";"Уссурийск";"Вокзальная площадь, 2";"1 этаж";"+74234242425";NULL;"http://www.zoomagdv.ru";"131.979189";"43.800733";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3980";"Верные друзья, зоомагазин";"Уссурийск";"Полушкина, 65";;"+79244333704";NULL;NULL;"131.985385";"43.809275";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3981";"Мадагаскар, магазин зоотоваров";"Уссурийск";"Некрасова, 234Б";"1 этаж";"+74234242425";NULL;"http://www.zoomagdv.ru";"131.946635";"43.829919";"Товары для животных / Ветеринария";"Зоотовары / Домашние питомцы"
"3982";"Любимчик К, ветеринарная клиника";"Уссурийск";"Советская, 21";"1 этаж";"+74234300036";NULL;NULL;"131.949349";"43.789506";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3983";"Аристей, ООО, ветеринарная клиника";"Уссурийск";"Ермакова, 30";;"+74234347155";NULL;"http://www.vkaristei.ru";"131.94058";"43.808909";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3984";"ПриВет, мобильная ветеринарная клиника";"Уссурийск";"Краснознамённая, 21а";"2 этаж; вход со двора";"+79247338337";NULL;NULL;"131.957923";"43.785281";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3985";"Кот и Пес, ветеринарная клиника";"Уссурийск";"Уссурийская, 65";"1 этаж; вход с торца";"+74234301050";NULL;NULL;"131.946612";"43.806922";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3986";"Багира, зооветцентр";"Уссурийск";"Кузнечная, 9";"2 этаж";"+74234320304";NULL;NULL;"131.962817";"43.794181";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3987";"Ветеринарная клиника, ИП Кулешов С.М.";"Уссурийск";"Волочаевская, 73";;"+74234335512";NULL;NULL;"131.959996";"43.801976";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3988";"УссуриВет, ветеринарная клиника";"Уссурийск";"Арсеньева, 25";"1 этаж";"+74234349012";NULL;NULL;"131.985112";"43.76827";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3989";"Мир друзей, ветеринарный центр";"Уссурийск";"Володарского, 90";"1 этаж";"+79147259478";NULL;NULL;"131.955226";"43.792024";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3990";"Приморская ветеринарная станция по борьбе с болезнями животных";"Уссурийск";"Воровского, 55";;"+74234264791";NULL;NULL;"131.99243";"43.798342";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3991";"Уссурийская ветеринарная станция по борьбе с болезнями животных, КГБУ";"Новоникольск";"Колхозная, 81а";"1 этаж";"+74234392116";NULL;NULL;"131.846404";"43.861623";"Товары для животных / Ветеринария";"Ветеринарные клиники"
"3992";"Максим, служба заказа легкового транспорта";"Уссурийск";"Первомайская, 16";;"+74234335533";NULL;"http://taximaxim.com";"131.975563";"43.792117";"Товары для животных / Ветеринария";"Заказ легкового транспорта по перевозке животных"
"3993";"АватарАква, интернет-магазин аквариумов";"Уссурийск";;;"88005558704";NULL;"http://xn----8sbah1aeidvwrskk5jg.xn--p1ai";;;"Товары для животных / Ветеринария";"Аквариумы"
"3994";"Аквариум, магазин";"Уссурийск";"Некрасова, 110";;"+74234346642";NULL;NULL;"131.94908";"43.807953";"Товары для животных / Ветеринария";"Аквариумы"
"3995";"Маркиз, зоосалон";"Уссурийск";"Кузнечная, 9";"1 этаж";"+74234378335";NULL;NULL;"131.962817";"43.794181";"Товары для животных / Ветеринария";"Услуги по уходу за животными"
"3996";"ИмиджDog, груминг-студия";"Уссурийск";"Амурская, 35";"7 офис; 2 этаж";"+79242427428";NULL;NULL;"131.942033";"43.804982";"Товары для животных / Ветеринария";"Услуги по уходу за животными"
"3997";"Приморский Зооветснаб, ОАО, торговая компания";"Уссурийск";"Воровского, 142 ст6";;"+74234262222";NULL;NULL;"131.991661";"43.806272";"Товары для животных / Ветеринария";"Комбикорм / Кормовые добавки"
"3998";"Оптовая компания, ИП Ким В.С.";"Уссурийск";"Некрасова, 264Б ст3";;"+74234331866";NULL;NULL;"131.945096";"43.836895";"Товары для животных / Ветеринария";"Комбикорм / Кормовые добавки"
"3999";"Агроветзащита, ветеринарная аптека";"Уссурийск";"Кузнечная, 14е";;"+74234212362";NULL;NULL;"131.963537";"43.792064";"Товары для животных / Ветеринария";"Ветеринарные аптеки"
"4000";"Flower Paradise, цветочный магазин";"Уссурийск";"Пушкина, 23";;"+79147118515";"flowers-uss@mail.ru";"http://www.flowers-uss.ru";"131.948183";"43.799328";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4001";"Пати-Бум, магазин товаров для праздника";"Уссурийск";"Пушкина, 49";;"+74234334725";NULL;NULL;"131.954365";"43.800152";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4002";"Мастерская упаковки";"Уссурийск";"Волочаевская, 19";"1 этаж";"+79146760979";NULL;NULL;"131.961633";"43.793793";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4003";"Party shop, торговая компания";"Уссурийск";"Плеханова, 75";"10 павильон; 1 этаж";"+79244310742";NULL;NULL;"131.953613";"43.798474";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4004";"Роза Уссури, дискаунтер цветов";"Уссурийск";"Владивостокское шоссе, 113а ст3";;"+79244242492";NULL;NULL;"131.979347";"43.767809";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4005";"Товары для праздников, торговая компания";"Уссурийск";"Некрасова, 234Б ст2";;"+79241326656";NULL;NULL;"131.946803";"43.829774";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4006";"Balloon, магазин";"Уссурийск";"Суханова, 52";"504 офис; 5 этаж";"+79020676888";NULL;NULL;"131.953953";"43.793663";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4007";"Всё для праздника, магазин";"Уссурийск";"Некрасова, 82Б";"2 этаж";NULL;NULL;NULL;"131.95149";"43.80033";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4008";"Всё для праздника, магазин";"Уссурийск";"Некрасова, 86";"1 этаж";NULL;NULL;NULL;"131.950935";"43.802181";"Торговые комплексы / Спецмагазины";"Товары для праздничного оформления / организации праздников"
"4009";"Колпак, магазин настольных игр";"Уссурийск";"Суханова, 52";"5 этаж";"+79242600932";NULL;NULL;"131.953953";"43.793663";"Торговые комплексы / Спецмагазины";"Настольные игры"
"4010";"Сами руками, магазин товаров для рукоделия";"Уссурийск";"Пролетарская, 89";"1 этаж";"+74234240455";NULL;NULL;"131.952361";"43.802871";"Торговые комплексы / Спецмагазины";"Товары для творчества и рукоделия"
"4011";"Дружба, сеть магазинов";"Уссурийск";"Волочаевская, 66";;"+74234328299";NULL;NULL;"131.961565";"43.799549";"Торговые комплексы / Спецмагазины";"Товары для творчества и рукоделия"
"4012";"Art песочница, магазин для творчества и рукоделия";"Уссурийск";"Суханова, 52";"6 этаж";"+79147344836";NULL;NULL;"131.953953";"43.793663";"Торговые комплексы / Спецмагазины";"Товары для творчества и рукоделия"
"4013";"Светлана, магазин товаров для творчества";"Уссурийск";"Мельничная, 2г";"23 офис; 2 этаж";"+79242620326";NULL;NULL;"131.977204";"43.798821";"Торговые комплексы / Спецмагазины";"Товары для творчества и рукоделия"
"4014";"Школьник, магазин";"Михайловка";"Красноармейская, 19";"1 этаж";"+79247378127";NULL;NULL;"132.002226";"43.925823";"Торговые комплексы / Спецмагазины";"Товары для творчества и рукоделия"
"4015";"Хобби Бум, магазин для творчества и рукоделия";"Уссурийск";"Крестьянская, 38";"1 этаж";NULL;NULL;NULL;"131.946328";"43.800117";"Торговые комплексы / Спецмагазины";"Товары для творчества и рукоделия"
"4016";"Карат, сеть ювелирных салонов";"Уссурийск";"Чичерина, 76";"1, 2 этаж";"+74234341164";"karat-ussur@yandex.ru";NULL;"131.959851";"43.791504";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4017";"АУРУМ, ювелирная мастерская";"Уссурийск";"Советская, 77";"3 этаж";"+74234335927";NULL;"http://aurum-uss.ru";"131.945617";"43.802959";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4018";"Алтын, ювелирный салон-мастерская";"Уссурийск";"Советская, 82";"1 этаж";"+79244216661";NULL;NULL;"131.947544";"43.799839";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4019";"Золотая корона, ювелирная мастерская";"Уссурийск";"Пушкина, 40";"2 этаж";"+74234211166";NULL;NULL;"131.947879";"43.798791";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4020";"Махаон, ювелирный салон-мастерская";"Уссурийск";"Некрасова, 36";;"+74234370522";NULL;NULL;"131.953488";"43.791716";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4021";"Эксклюзив, ювелирная мастерская";"Уссурийск";"Амурская, 57а";"3 этаж";"+79143206185";NULL;NULL;"131.948461";"43.80573";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4022";"Ювелирная мастерская, ИП Чижов Е.А.";"Уссурийск";"Тимирязева, 73";;"+74234320704";NULL;NULL;"131.959532";"43.790358";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4023";"Ювелирная мастерская, ИП Емашкин А.В.";"Уссурийск";"Пролетарская, 72";"103 офис; 1 этаж";"+79025598811";NULL;NULL;"131.949527";"43.802269";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4024";"Максимум, ювелирная мастерская";"Уссурийск";"Чичерина, 62";"2 этаж";"+74234320401";NULL;NULL;"131.958219";"43.791469";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4025";"Ювелирная мастерская, ИП Югай Н.В.";"Уссурийск";"Суханова, 59";"1 этаж";"+79242530648";NULL;NULL;"131.955734";"43.794294";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4026";"Ювелирная мастерская, ИП Сауцкий И.А.";"Уссурийск";"Ленина, 136";"цокольный этаж";"+74234240662";NULL;NULL;"131.954599";"43.802705";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4027";"Ювелирная мастерская, ИП Хихлуха В.С.";"Уссурийск";"Фрунзе, 44Б";"2 офис; 2 этаж";"+79089979449";NULL;NULL;"131.950864";"43.794438";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4028";"Миа, ювелирная студия";"Уссурийск";"Пролетарская, 100";"27 офис; 2 этаж";"+79241271897";NULL;NULL;"131.955177";"43.802765";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4029";"Алтын, ювелирный салон-мастерская";"Уссурийск";"Чичерина, 76";"2 этаж";"+74234214454";NULL;NULL;"131.959851";"43.791504";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4030";"Махаон, ювелирный салон-мастерская";"Уссурийск";"Плеханова, 64";;"+74234370522";NULL;NULL;"131.948888";"43.797256";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4031";"Махаон, ювелирный салон-мастерская";"Уссурийск";"Блюхера проспект, 17 ст2";;"+74234370522";NULL;NULL;"131.983633";"43.802074";"Торговые комплексы / Спецмагазины";"Ремонт / изготовление ювелирных изделий"
"4032";"Злата, сеть ювелирных салонов";"Уссурийск";"Суханова, 52";"202 павильон; 2 этаж";"+79243390487";NULL;"http://zlataset.ru";"131.953953";"43.793663";"Торговые комплексы / Спецмагазины";"Покупка драгоценных металлов / ювелирных изделий"
"4033";"Моделист, ООО, магазин радиоуправляемых моделей";"Уссурийск";"Плеханова, 61";"506 павильон; 5 этаж";"+79242622267";NULL;"http://modelist-prim.ru";"131.952485";"43.798313";"Торговые комплексы / Спецмагазины";"Сборные / радиоуправляемые модели"
"4034";"Букетик к чаю, подарки из конфет";"Уссурийск";"Краснознамённая, 85";"1 этаж";"+79084451045";NULL;NULL;"131.959917";"43.792892";"Торговые комплексы / Спецмагазины";"Сувенирные композиции"
"4035";"Роза ДВ Int, магазин цветов";"Уссурийск";"Некрасова, 91";"1 этаж";"+74234212212";NULL;"http://rozadv.ru";"131.950488";"43.800432";"Торговые комплексы / Спецмагазины";"Цветы"
"4036";"Роза ДВ, салон";"Уссурийск";"Некрасова, 81";"1 этаж";"+74234373743";NULL;NULL;"131.950952";"43.798808";"Торговые комплексы / Спецмагазины";"Цветы"
"4037";"РУССКИЙ БУКЕТ, служба доставки цветов";"Уссурийск";"Чичерина, 84а";;"88003330905";NULL;"http://ussuriysk.rus-buket.ru";"131.962264";"43.791939";"Торговые комплексы / Спецмагазины";"Цветы"
"4038";"ДВ Роза, дискаунтер цветов";"Уссурийск";"Ярославский переулок, 26 ст2";;"+74234240034";NULL;NULL;"131.9505";"43.789279";"Торговые комплексы / Спецмагазины";"Цветы"
